paper_index	authors	title
5AA871A7	matthew d mullin + james m rehg + s charles brubaker	Towards optimal training of cascaded detectors
7D0F77BE	hsuantien lin + ling xia li	Novel Distance-Based SVM Kernels for Infinite Ensemble Learning
7E0D99D2	nicolo cesabianchi + claudio gentile + l zaniboni	Worst-case analysis of selective sampling for linear-threshold algorithms
7676754A	tamar flash + paolo viviani	Minimum-jerk, two-thirds power law, and isochrony: converging approaches to movement planning.
7D35CBC0	richard s sutton	Learning to Predict by the Methods of Temporal Differences
80B63C3F	david m blei + sean gerrish + jonathan chang + jordan boydgraber + chong wang	Reading Tea Leaves: How Humans Interpret Topic Models
78B66A32	wolfram erlhagen + gregor schoner	Dynamic field theory of movement preparation.
760B4D35	gregory f cooper	The computational complexity of probabilistic inference using bayesian belief networks
779EA20A	yin zhang	Solving large-scale linear programs by interior-point methods under the Matlab ∗ Environment †
697FAA89	g edwards + t f cootes + c j taylor	Interpreting face images using active appearance models
7DD4C439	kwangyoen wohn + trevor darrell	Pyramid based depth from focus
7DD8F881	cordelia schmid + roger mohr	Combining greyvalue invariants with local constraints for object recognition
7FB050E7	john langford + bianca zadrozny + naoki abe	Cost-sensitive learning by cost-proportionate example weighting
78ECC18E	b k natarajan	Sparse Approximate Solutions to Linear Systems
5849C5D7	tommi s jaakkola	Variational methods for inference and estimation in graphical models
7FC39845	talya meltzer + yair weiss + chen yanover	Linear Programming Relaxations and Belief Propagation -- An Empirical Study
7B89E363	martin a tanner + greg c g wei	A Monte Carlo Implementation of the EM Algorithm and the Poor Man's Data Augmentation Algorithms
5D041DF2	joseph a osullivan + sebastian thrun	Discovering Structure in Multiple Learning Tasks: The TC Algorithm
807805FC	vikram krishnamurthy	Algorithms for optimal scheduling and management of hidden Markov model sensors
7AEEA460	amor keziou	Dual representation of φ -divergences and applications
5D6E589E	radford m neal	Bayesian Learning for Neural Networks
8123DBBB	michael r james + satinder singh	Learning and discovery of predictive state representations in dynamical systems with reset
7FCE04D7	niko beerenwinkel + jorg rahnenfuhrer + thomas lengauer + andreas von deimling + christian hartmann + bernd wullich + wolfgang a schulz	Estimating cancer survival and clinical outcome based on genetic tumor progression scores
806BD1CC	richard s sutton + ashwin ram + juan carlos santamaria	Experiments with Reinforcement Learning in Problems with Continuous State and Action Spaces
7AAC67DE	william stafford noble + christina leslie + eugene ie + jason weston	Multi-class protein fold recognition using adaptive codes
5B2DD4B3	hongyu zhao + yin liu	A computational approach for ordering signal transduction pathway components from genomics and proteomics Data
7DB580F8	nhat nguyen + gene h golub + peyman milanfar	Efficient generalized cross-validation with applications to parametric image restoration and resolution enhancement
7E61D239	martin j wainwright + michael i jordan	Graphical Models, Exponential Families, and Variational Inference
7539A130	howard eichenbaum + gene v wallenstein + michael e hasselmo	The hippocampus as an associator of discontiguous events
5FD5D12F	robert tibshirani + trevor hastie	Bayesian backfitting (with comments and a rejoinder by the authors
01992FDE	christopher j c burges	Simplified Support Vector Decision Rules
7A40B389	m keith moore + andrew n meltzoff	Newborn Infants Imitate Adult Facial Gestures.
59609111	colin bennett + r c sharpley	Interpolation of operators
752F2F45	tobias scheffer + michael bruckner + steffen bickel	Discriminative learning for differing training and test distributions
5DCD8C47	yanghai tsin + takeo kanade	A Correlation-Based Approach to Robust Point Set Registration
79A56CBB	pat langley + avrim blum	Selection of relevant features and examples in machine learning
783974A0	nick littlestone	From on-line to batch learning
7C6A64EA	vladimir vapnik + isabelle guyon + bernhard e boser	A training algorithm for optimal margin classifiers
7FE3C5C0	d petrusca + e s frechette + matthew i grivich + e j chichilnisky + a m litke + a sher	Fidelity of the Ensemble Code for Visual Motion in Primate Retina
589B62FC	andrew blake + michael isard	A Smoothing Filter for CONDENSATION
081B7C05	d m jones + j c gittins	A dynamic allocation index for the sequential design of experiments
5A104F14	mathukumalli vidyasagar	Learning and generalization : with applications to neural networks
775316A8	mira dontcheva + aseem agarwala + brian curless + david salesin + michael cohen + steven m drucker + alex colburn + maneesh agrawala	Interactive digital photomontage
77D8D6E2	alan l selman + yacov yacobi + shimon even	The complexity of promise problems with applications to public-key cryptography
80ED2598	mario a t figueiredo	Bayesian image segmentation using wavelet-based priors
791DAEFB	michael j braun + jon mcauliffe	Variational inference for large-scale models of discrete choice
7E65A8F2	hirochika inoue + masayuki inaba + yasuo kuniyoshi	Learning by watching: extracting reusable task knowledge from visual observation of human performance
7BD68FAE	yufeng liu + yichao wu + ji zhu + hao helen zhang	Variable selection for the multicategory SVM via adaptive sup-norm regularization
7DB34E98	jaime teevan + david r karger	Empirical development of an exponential probabilistic model for text retrieval: using textual analysis to build a better model
7DBFC782	benjamin m marlin + richard s zemel	The multiple multiplicative factor model for collaborative filtering
7DBAF77F	olivier delalleau + yoshua bengio + nicolas le roux	Efficient Non-Parametric Function Induction in Semi-Supervised Learning
7C59FF89	koji tsuda	Propagating distributions on a hypergraph by dual information regularization
7F4F71A0	michael i jordan + martin j wainwright	Log-determinant relaxation for approximate inference in discrete Markov random fields
5C829226	daniel p huttenlocher + david crandall	Weakly Supervised Learning of Part-Based Spatial Models for Visual Object Recognition
7E376B0B	amos j storkey + stephen m lawrie + lawrence murray + heather c whalley + david j mcgonigle + enrico simonotto	Learning Structural Equation Models for fMRI
5C5D65B7	jose del r millan + pierre w ferrez	Error-related EEG potentials in brain-computer interfaces
58F52152	nathan srebro + adi shraibman	Rank, trace-norm and max-norm
7C866ADB	florian luisier + thierry blu + michael unser	Sure-Based Wavelet Thresholding Integrating Inter-Scale Dependencies
7DAA2F6E	jianlin cheng + alessandro vullo + pierre baldi	Large-Scale Prediction of Disulphide Bond Connectivity
80D00271	bernhard graimann + jane e huggins + s p levine + gert pfurtscheller + clemens brunner	Phase relationships between different subdural electrode recordings in man.
8086F5BD	doretto + cremers + soatto + favaro	Dynamic texture segmentation
7D41A6CB	luke biewald + marc teyssier + daphne koller + david vickrey	Word-sense disambiguation for machine translation
78BD22A3	pau bofill	Underdetermined blind separation of delayed sound sources in the frequency domain
007539D8	david j c mackay	Ensemble Learning and Evidence Maximization
5F66B30F	eagle jones + gianfranco doretto + stefano soatto	Spatially homogeneous dynamic textures
7F7833FA	tai sing lee	Image representation using 2D Gabor wavelets
801979DF	andrea mechelli + cathy j price + karl j friston + robert t turner	Nonlinear Responses in fMRI: The Balloon Model, Volterra Kernels, and Other Hemodynamics
6CE87B17	ingo steinwart + clint scovel	Fast Rates for Support Vector Machines
7A2FCEA8	gregg h recanzone	Auditory influences on visual temporal rate perception
80D47052	michael isard + andrew blake	CONDENSATION - conditional density propagation for visual tracking
80745098	peter bergstrom + neophytos iacovou + john riedl + mitesh suchak + paul resnick	GroupLens: an open architecture for collaborative filtering of netnews
588D5463	applications + jacques janssen + nikolaos limnios	Semi-Markov models and applications
7DD0397C	pascal lamblin + dan popovici + hugo larochelle + yoshua bengio	Greedy Layer-Wise Training of Deep Networks
7F2BA480	tomer hertz + aharon barhillel + daphna weinshall	Learning distance functions for image retrieval
749FE914	daniel m wolpert + christopher harris	Signal-dependent noise determines motor planning
80EB1063	jonathan baxter	A model of inductive bias learning
0032EDC2	sen song + l f abbott	Asymmetric Hebbian learning, spike timing and neural response variability
803FFCA1	patrik o hoyer + aapo hyvarinen + mika inki	Topographic ICA as a Model of Natural Image Statistics
7D316295	antonis a argyros + manolis i a lourakis	Is Levenberg-Marquardt the most efficient optimization algorithm for implementing bundle adjustment?
7CEABDFD	yasemin altun + mikhail a belkin + david mcallester	Maximum Margin Semi-Supervised Learning for Structured Variables
7EEC41E7	jonathan richard shewchuk	Triangle: Engineering a 2D Quality Mesh Generator and Delaunay Triangulator
7857FF25	james diebel + sebastian thrun + michael brunig	A Bayesian method for probable surface reconstruction and decimation
808ACB47	bhaskar d rao + kenneth kreutzdelgado + john r adler	Comparison of basis selection methods
7E870311	andrew w moore + dan pelleg	Active Learning for Anomaly and Rare-Category Detection
5BDFB8AE	philip h s torr + pushmeet kohli + matthieu bray	PoseCut: Simultaneous Segmentation and 3D Pose Estimation of Humans Using Dynamic Graph-Cuts
7C5C8280	pavel laskov + konrad rieck	Language models for detection of unknown attacks in network traffic
7539642B	frank proschan + kumar joagdev	Negative Association of Random Variables with Applications
7B0A82AC	david c burr + m concetta morrone + arianna tozzi	Neural mechanisms for timing visual events are spatially selective in real-world coordinates
5B87B8F3	sumio watanabe + kazuho watanabe	Stochastic Complexity for Mixture of Exponential Families in Variational Bayes
7EC3FFC3	shie mannor + eyal evendar + yishay mansour	Action Elimination and Stopping Conditions for Reinforcement Learning
80805AEF	antonio torralba + alan s willsky + william t freeman + erik b sudderth	Depth from Familiar Objects: A Hierarchical Model for 3D Scenes
7E191F86	qiang yang + wenyuan dai + yong yu + guirong xue	Self-taught clustering
7B458E13	elizabeth s spelke	Initial knowledge: six suggestions
7DB72538	thomas l griffiths + mark steyvers + padhraic smyth + michal rosenzvi	Probabilistic author-topic models for information discovery
7F34D706	p l white + ronitt rubinfeld + warren d smith + lance fortnow + tugkan batu	Testing that distributions are close
7BC7E8F9	vladimir lifschitz + michael gelfond	Classical Negation in Logic Programs and Disjunctive Databases
5C20D880	miomir vukobratovic	Biped locomotion : dynamics, stability, control, and application
8178A8FA	galit fuhrmann + ifat levy + uri hasson + rafael malach + yuval nir	Intersubject synchronization of cortical activity during natural vision.
7E87053C	auke jan ijspeert + stefan schaal + jun nakanishi	Trajectory formation for imitation with nonlinear dynamical systems
58BEDD8A	b s he + l z liao	Improvements of some projection methods for monotone nonlinear variational inequalities
7E92BF7B	kareem a zaghloul + kwabena boahen	An ON-OFF log domain circuit that recreates adaptive filtering in the retina
